,item,sent_id,source,correct_sentence,correct_form,lemma,mutation_type,trigger_type,specific_trigger,token_id,prev_word,incorrect_form,incorrect_sentence,num_diffs,incorrect_form_mut_type
208,80,25,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Diolch o galon am gyfraniad arbennig iawn i newyddiaduraeth a darlledu yng Nghymru, a dymuniadau gorau i'r dyfodol.",galon,calon,SM,L,o,3.0,o,calon,"Diolch o calon am gyfraniad arbennig iawn i newyddiaduraeth a darlledu yng Nghymru, a dymuniadau gorau i'r dyfodol.",1,none
209,80,25,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Diolch o galon am gyfraniad arbennig iawn i newyddiaduraeth a darlledu yng Nghymru, a dymuniadau gorau i'r dyfodol.",galon,calon,SM,L,o,3.0,o,nghalon,"Diolch o nghalon am gyfraniad arbennig iawn i newyddiaduraeth a darlledu yng Nghymru, a dymuniadau gorau i'r dyfodol.",1,NM
210,80,25,https://www.bbc.com/cymrufyw/erthyglau/cn9pl9edxdqo,"Diolch o galon am gyfraniad arbennig iawn i newyddiaduraeth a darlledu yng Nghymru, a dymuniadau gorau i'r dyfodol.",galon,calon,SM,L,o,3.0,o,chalon,"Diolch o chalon am gyfraniad arbennig iawn i newyddiaduraeth a darlledu yng Nghymru, a dymuniadau gorau i'r dyfodol.",1,AM
211,81,26,https://www.bbc.com/cymrufyw/erthyglau/crrp9z7nd8no,Mae e'n honni bod mewnfudo yn effeithio ar allu ysgolion i addysgu'r Gymraeg ym Mangor.,allu,gallu,SM,L,am,9.0,ar,gallu,Mae e'n honni bod mewnfudo yn effeithio ar gallu ysgolion i addysgu'r Gymraeg ym Mangor.,1,none
212,81,26,https://www.bbc.com/cymrufyw/erthyglau/crrp9z7nd8no,Mae e'n honni bod mewnfudo yn effeithio ar allu ysgolion i addysgu'r Gymraeg ym Mangor.,allu,gallu,SM,L,am,9.0,ar,ngallu,Mae e'n honni bod mewnfudo yn effeithio ar ngallu ysgolion i addysgu'r Gymraeg ym Mangor.,1,NM
213,82,26,https://www.bbc.com/cymrufyw/erthyglau/crrp9z7nd8no,Mae e'n honni bod mewnfudo yn effeithio ar allu ysgolion i addysgu'r Gymraeg ym Mangor.,Gymraeg,Cymraeg,SM,MS,def_art_fem_sing_noun,13.0,addysgu'r,Cymraeg,Mae e'n honni bod mewnfudo yn effeithio ar allu ysgolion i addysgu'r Cymraeg ym Mangor.,1,none
214,82,26,https://www.bbc.com/cymrufyw/erthyglau/crrp9z7nd8no,Mae e'n honni bod mewnfudo yn effeithio ar allu ysgolion i addysgu'r Gymraeg ym Mangor.,Gymraeg,Cymraeg,SM,MS,def_art_fem_sing_noun,13.0,addysgu'r,Nghymraeg,Mae e'n honni bod mewnfudo yn effeithio ar allu ysgolion i addysgu'r Nghymraeg ym Mangor.,1,NM
215,82,26,https://www.bbc.com/cymrufyw/erthyglau/crrp9z7nd8no,Mae e'n honni bod mewnfudo yn effeithio ar allu ysgolion i addysgu'r Gymraeg ym Mangor.,Gymraeg,Cymraeg,SM,MS,def_art_fem_sing_noun,13.0,addysgu'r,Chymraeg,Mae e'n honni bod mewnfudo yn effeithio ar allu ysgolion i addysgu'r Chymraeg ym Mangor.,1,AM
216,83,26,https://www.bbc.com/cymrufyw/erthyglau/crrp9z7nd8no,Mae e'n honni bod mewnfudo yn effeithio ar allu ysgolion i addysgu'r Gymraeg ym Mangor.,Mangor,Bangor,NM,L,ym,15.0,ym,Bangor,Mae e'n honni bod mewnfudo yn effeithio ar allu ysgolion i addysgu'r Gymraeg ym Bangor.,1,none
217,83,26,https://www.bbc.com/cymrufyw/erthyglau/crrp9z7nd8no,Mae e'n honni bod mewnfudo yn effeithio ar allu ysgolion i addysgu'r Gymraeg ym Mangor.,Mangor,Bangor,NM,L,ym,15.0,ym,Fangor,Mae e'n honni bod mewnfudo yn effeithio ar allu ysgolion i addysgu'r Gymraeg ym Fangor.,1,SM
218,84,27,https://www.bbc.com/cymrufyw/erthyglau/crrp9z7nd8no,Maen nhw wir yn ei chael hi'n anodd ymdopi gyda'r nifer yna o ieithoedd newydd.,chael,cael,AM,L,ei,6.0,ei,cael,Maen nhw wir yn ei cael hi'n anodd ymdopi gyda'r nifer yna o ieithoedd newydd.,1,none
219,84,27,https://www.bbc.com/cymrufyw/erthyglau/crrp9z7nd8no,Maen nhw wir yn ei chael hi'n anodd ymdopi gyda'r nifer yna o ieithoedd newydd.,chael,cael,AM,L,ei,6.0,ei,gael,Maen nhw wir yn ei gael hi'n anodd ymdopi gyda'r nifer yna o ieithoedd newydd.,1,SM
220,84,27,https://www.bbc.com/cymrufyw/erthyglau/crrp9z7nd8no,Maen nhw wir yn ei chael hi'n anodd ymdopi gyda'r nifer yna o ieithoedd newydd.,chael,cael,AM,L,ei,6.0,ei,nghael,Maen nhw wir yn ei nghael hi'n anodd ymdopi gyda'r nifer yna o ieithoedd newydd.,1,NM
221,85,27,https://www.bbc.com/cymrufyw/erthyglau/crrp9z7nd8no,Maen nhw wir yn ei chael hi'n anodd ymdopi gyda'r nifer yna o ieithoedd newydd.,wir,gwir,SM,MS,adverb_time_place_manner,3.0,nhw,gwir,Maen nhw gwir yn ei chael hi'n anodd ymdopi gyda'r nifer yna o ieithoedd newydd.,1,none
222,85,27,https://www.bbc.com/cymrufyw/erthyglau/crrp9z7nd8no,Maen nhw wir yn ei chael hi'n anodd ymdopi gyda'r nifer yna o ieithoedd newydd.,wir,gwir,SM,MS,adverb_time_place_manner,3.0,nhw,ngwir,Maen nhw ngwir yn ei chael hi'n anodd ymdopi gyda'r nifer yna o ieithoedd newydd.,1,NM
223,86,28,https://www.bbc.com/cymrufyw/erthyglau/ckgpvn79ye8o,Fe weithiodd Gwasanaeth Tân ac Achub Canolbarth a Gorllewin Cymru i fynd i'r afael â thân yn ardal Cwm Elan ym Mhowys.,Cymru,Cymru,no_AM,no_mutation,no_mutation,10.0,Gorllewin,Chymru,Fe weithiodd Gwasanaeth Tân ac Achub Canolbarth a Gorllewin Chymru i fynd i'r afael â thân yn ardal Cwm Elan ym Mhowys.,1,AM
224,86,28,https://www.bbc.com/cymrufyw/erthyglau/ckgpvn79ye8o,Fe weithiodd Gwasanaeth Tân ac Achub Canolbarth a Gorllewin Cymru i fynd i'r afael â thân yn ardal Cwm Elan ym Mhowys.,Cymru,Cymru,no_AM,no_mutation,no_mutation,10.0,Gorllewin,Gymru,Fe weithiodd Gwasanaeth Tân ac Achub Canolbarth a Gorllewin Gymru i fynd i'r afael â thân yn ardal Cwm Elan ym Mhowys.,1,SM
225,86,28,https://www.bbc.com/cymrufyw/erthyglau/ckgpvn79ye8o,Fe weithiodd Gwasanaeth Tân ac Achub Canolbarth a Gorllewin Cymru i fynd i'r afael â thân yn ardal Cwm Elan ym Mhowys.,Cymru,Cymru,no_AM,no_mutation,no_mutation,10.0,Gorllewin,Nghymru,Fe weithiodd Gwasanaeth Tân ac Achub Canolbarth a Gorllewin Nghymru i fynd i'r afael â thân yn ardal Cwm Elan ym Mhowys.,1,NM
226,87,28,https://www.bbc.com/cymrufyw/erthyglau/ckgpvn79ye8o,Fe weithiodd Gwasanaeth Tân ac Achub Canolbarth a Gorllewin Cymru i fynd i'r afael â thân yn ardal Cwm Elan ym Mhowys.,weithiodd,gweithio,SM,L,fe,2.0,Fe,gweithiodd,Fe gweithiodd Gwasanaeth Tân ac Achub Canolbarth a Gorllewin Cymru i fynd i'r afael â thân yn ardal Cwm Elan ym Mhowys.,1,none
227,87,28,https://www.bbc.com/cymrufyw/erthyglau/ckgpvn79ye8o,Fe weithiodd Gwasanaeth Tân ac Achub Canolbarth a Gorllewin Cymru i fynd i'r afael â thân yn ardal Cwm Elan ym Mhowys.,weithiodd,gweithio,SM,L,fe,2.0,Fe,ngweithiodd,Fe ngweithiodd Gwasanaeth Tân ac Achub Canolbarth a Gorllewin Cymru i fynd i'r afael â thân yn ardal Cwm Elan ym Mhowys.,1,NM
228,88,28,https://www.bbc.com/cymrufyw/erthyglau/ckgpvn79ye8o,Fe weithiodd Gwasanaeth Tân ac Achub Canolbarth a Gorllewin Cymru i fynd i'r afael â thân yn ardal Cwm Elan ym Mhowys.,fynd,mynd,SM,L,i,12.0,i,mynd,Fe weithiodd Gwasanaeth Tân ac Achub Canolbarth a Gorllewin Cymru i mynd i'r afael â thân yn ardal Cwm Elan ym Mhowys.,1,none
229,89,28,https://www.bbc.com/cymrufyw/erthyglau/ckgpvn79ye8o,Fe weithiodd Gwasanaeth Tân ac Achub Canolbarth a Gorllewin Cymru i fynd i'r afael â thân yn ardal Cwm Elan ym Mhowys.,afael,gafael,SM,MS,def_art_fem_sing_noun,14.0,i'r,gafael,Fe weithiodd Gwasanaeth Tân ac Achub Canolbarth a Gorllewin Cymru i fynd i'r gafael â thân yn ardal Cwm Elan ym Mhowys.,1,none
230,89,28,https://www.bbc.com/cymrufyw/erthyglau/ckgpvn79ye8o,Fe weithiodd Gwasanaeth Tân ac Achub Canolbarth a Gorllewin Cymru i fynd i'r afael â thân yn ardal Cwm Elan ym Mhowys.,afael,gafael,SM,MS,def_art_fem_sing_noun,14.0,i'r,ngafael,Fe weithiodd Gwasanaeth Tân ac Achub Canolbarth a Gorllewin Cymru i fynd i'r ngafael â thân yn ardal Cwm Elan ym Mhowys.,1,NM
231,90,28,https://www.bbc.com/cymrufyw/erthyglau/ckgpvn79ye8o,Fe weithiodd Gwasanaeth Tân ac Achub Canolbarth a Gorllewin Cymru i fynd i'r afael â thân yn ardal Cwm Elan ym Mhowys.,thân,tân,AM,L,â,16.0,â,tân,Fe weithiodd Gwasanaeth Tân ac Achub Canolbarth a Gorllewin Cymru i fynd i'r afael â tân yn ardal Cwm Elan ym Mhowys.,1,none
232,90,28,https://www.bbc.com/cymrufyw/erthyglau/ckgpvn79ye8o,Fe weithiodd Gwasanaeth Tân ac Achub Canolbarth a Gorllewin Cymru i fynd i'r afael â thân yn ardal Cwm Elan ym Mhowys.,thân,tân,AM,L,â,16.0,â,dân,Fe weithiodd Gwasanaeth Tân ac Achub Canolbarth a Gorllewin Cymru i fynd i'r afael â dân yn ardal Cwm Elan ym Mhowys.,1,SM
233,90,28,https://www.bbc.com/cymrufyw/erthyglau/ckgpvn79ye8o,Fe weithiodd Gwasanaeth Tân ac Achub Canolbarth a Gorllewin Cymru i fynd i'r afael â thân yn ardal Cwm Elan ym Mhowys.,thân,tân,AM,L,â,16.0,â,nhân,Fe weithiodd Gwasanaeth Tân ac Achub Canolbarth a Gorllewin Cymru i fynd i'r afael â nhân yn ardal Cwm Elan ym Mhowys.,1,NM
234,91,28,https://www.bbc.com/cymrufyw/erthyglau/ckgpvn79ye8o,Fe weithiodd Gwasanaeth Tân ac Achub Canolbarth a Gorllewin Cymru i fynd i'r afael â thân yn ardal Cwm Elan ym Mhowys.,Mhowys,Powys,NM,L,ym,22.0,ym,Powys,Fe weithiodd Gwasanaeth Tân ac Achub Canolbarth a Gorllewin Cymru i fynd i'r afael â thân yn ardal Cwm Elan ym Powys.,1,none
235,91,28,https://www.bbc.com/cymrufyw/erthyglau/ckgpvn79ye8o,Fe weithiodd Gwasanaeth Tân ac Achub Canolbarth a Gorllewin Cymru i fynd i'r afael â thân yn ardal Cwm Elan ym Mhowys.,Mhowys,Powys,NM,L,ym,22.0,ym,Bowys,Fe weithiodd Gwasanaeth Tân ac Achub Canolbarth a Gorllewin Cymru i fynd i'r afael â thân yn ardal Cwm Elan ym Bowys.,1,SM
236,91,28,https://www.bbc.com/cymrufyw/erthyglau/ckgpvn79ye8o,Fe weithiodd Gwasanaeth Tân ac Achub Canolbarth a Gorllewin Cymru i fynd i'r afael â thân yn ardal Cwm Elan ym Mhowys.,Mhowys,Powys,NM,L,ym,22.0,ym,Phowys,Fe weithiodd Gwasanaeth Tân ac Achub Canolbarth a Gorllewin Cymru i fynd i'r afael â thân yn ardal Cwm Elan ym Phowys.,1,AM
237,92,29,https://www.bbc.com/cymrufyw/erthyglau/ckgpvn79ye8o,"Gyda phenwythnos gŵyl y banc yn agosáu, rydym yn annog pawb i gymryd y risg hon o ddifrif.",phenwythnos,penwythnos,AM,L,gyda,2.0,Gyda,penwythnos,"Gyda penwythnos gŵyl y banc yn agosáu, rydym yn annog pawb i gymryd y risg hon o ddifrif.",1,none
238,92,29,https://www.bbc.com/cymrufyw/erthyglau/ckgpvn79ye8o,"Gyda phenwythnos gŵyl y banc yn agosáu, rydym yn annog pawb i gymryd y risg hon o ddifrif.",phenwythnos,penwythnos,AM,L,gyda,2.0,Gyda,benwythnos,"Gyda benwythnos gŵyl y banc yn agosáu, rydym yn annog pawb i gymryd y risg hon o ddifrif.",1,SM
239,92,29,https://www.bbc.com/cymrufyw/erthyglau/ckgpvn79ye8o,"Gyda phenwythnos gŵyl y banc yn agosáu, rydym yn annog pawb i gymryd y risg hon o ddifrif.",phenwythnos,penwythnos,AM,L,gyda,2.0,Gyda,mhenwythnos,"Gyda mhenwythnos gŵyl y banc yn agosáu, rydym yn annog pawb i gymryd y risg hon o ddifrif.",1,NM
240,93,29,https://www.bbc.com/cymrufyw/erthyglau/ckgpvn79ye8o,"Gyda phenwythnos gŵyl y banc yn agosáu, rydym yn annog pawb i gymryd y risg hon o ddifrif.",gymryd,cymryd,SM,L,i,13.0,i,cymryd,"Gyda phenwythnos gŵyl y banc yn agosáu, rydym yn annog pawb i cymryd y risg hon o ddifrif.",1,none
241,93,29,https://www.bbc.com/cymrufyw/erthyglau/ckgpvn79ye8o,"Gyda phenwythnos gŵyl y banc yn agosáu, rydym yn annog pawb i gymryd y risg hon o ddifrif.",gymryd,cymryd,SM,L,i,13.0,i,nghymryd,"Gyda phenwythnos gŵyl y banc yn agosáu, rydym yn annog pawb i nghymryd y risg hon o ddifrif.",1,NM
242,93,29,https://www.bbc.com/cymrufyw/erthyglau/ckgpvn79ye8o,"Gyda phenwythnos gŵyl y banc yn agosáu, rydym yn annog pawb i gymryd y risg hon o ddifrif.",gymryd,cymryd,SM,L,i,13.0,i,chymryd,"Gyda phenwythnos gŵyl y banc yn agosáu, rydym yn annog pawb i chymryd y risg hon o ddifrif.",1,AM
243,94,29,https://www.bbc.com/cymrufyw/erthyglau/ckgpvn79ye8o,"Gyda phenwythnos gŵyl y banc yn agosáu, rydym yn annog pawb i gymryd y risg hon o ddifrif.",ddifrif,difrif,SM,L,o,18.0,o,difrif,"Gyda phenwythnos gŵyl y banc yn agosáu, rydym yn annog pawb i gymryd y risg hon o difrif.",1,none
244,94,29,https://www.bbc.com/cymrufyw/erthyglau/ckgpvn79ye8o,"Gyda phenwythnos gŵyl y banc yn agosáu, rydym yn annog pawb i gymryd y risg hon o ddifrif.",ddifrif,difrif,SM,L,o,18.0,o,nifrif,"Gyda phenwythnos gŵyl y banc yn agosáu, rydym yn annog pawb i gymryd y risg hon o nifrif.",1,NM
245,95,30,https://www.bbc.com/cymrufyw/erthyglau/czj27yx84y2o,"Gwrthododd ddangos ei ddwylo, roedd yn dreisgar a pharhaodd i fod yn fygythiad clir.",ddangos,dangos,SM,MS,direct_object_mutation,2.0,Gwrthododd,dangos,"Gwrthododd dangos ei ddwylo, roedd yn dreisgar a pharhaodd i fod yn fygythiad clir.",1,none
246,95,30,https://www.bbc.com/cymrufyw/erthyglau/czj27yx84y2o,"Gwrthododd ddangos ei ddwylo, roedd yn dreisgar a pharhaodd i fod yn fygythiad clir.",ddangos,dangos,SM,MS,direct_object_mutation,2.0,Gwrthododd,nangos,"Gwrthododd nangos ei ddwylo, roedd yn dreisgar a pharhaodd i fod yn fygythiad clir.",1,NM
247,96,30,https://www.bbc.com/cymrufyw/erthyglau/czj27yx84y2o,"Gwrthododd ddangos ei ddwylo, roedd yn dreisgar a pharhaodd i fod yn fygythiad clir.",ddwylo,dwylo,SM,L,ei,4.0,ei,dwylo,"Gwrthododd ddangos ei dwylo, roedd yn dreisgar a pharhaodd i fod yn fygythiad clir.",1,none
248,96,30,https://www.bbc.com/cymrufyw/erthyglau/czj27yx84y2o,"Gwrthododd ddangos ei ddwylo, roedd yn dreisgar a pharhaodd i fod yn fygythiad clir.",ddwylo,dwylo,SM,L,ei,4.0,ei,nwylo,"Gwrthododd ddangos ei nwylo, roedd yn dreisgar a pharhaodd i fod yn fygythiad clir.",1,NM
249,97,30,https://www.bbc.com/cymrufyw/erthyglau/czj27yx84y2o,"Gwrthododd ddangos ei ddwylo, roedd yn dreisgar a pharhaodd i fod yn fygythiad clir.",dreisgar,treisgar,SM,MS,yn_complement_adj_noun,7.0,yn,treisgar,"Gwrthododd ddangos ei ddwylo, roedd yn treisgar a pharhaodd i fod yn fygythiad clir.",1,none
250,97,30,https://www.bbc.com/cymrufyw/erthyglau/czj27yx84y2o,"Gwrthododd ddangos ei ddwylo, roedd yn dreisgar a pharhaodd i fod yn fygythiad clir.",dreisgar,treisgar,SM,MS,yn_complement_adj_noun,7.0,yn,nhreisgar,"Gwrthododd ddangos ei ddwylo, roedd yn nhreisgar a pharhaodd i fod yn fygythiad clir.",1,NM
251,97,30,https://www.bbc.com/cymrufyw/erthyglau/czj27yx84y2o,"Gwrthododd ddangos ei ddwylo, roedd yn dreisgar a pharhaodd i fod yn fygythiad clir.",dreisgar,treisgar,SM,MS,yn_complement_adj_noun,7.0,yn,threisgar,"Gwrthododd ddangos ei ddwylo, roedd yn threisgar a pharhaodd i fod yn fygythiad clir.",1,AM
252,98,30,https://www.bbc.com/cymrufyw/erthyglau/czj27yx84y2o,"Gwrthododd ddangos ei ddwylo, roedd yn dreisgar a pharhaodd i fod yn fygythiad clir.",pharhaodd,parhaodd,AM,L,a,9.0,a,parhaodd,"Gwrthododd ddangos ei ddwylo, roedd yn dreisgar a parhaodd i fod yn fygythiad clir.",1,none
253,98,30,https://www.bbc.com/cymrufyw/erthyglau/czj27yx84y2o,"Gwrthododd ddangos ei ddwylo, roedd yn dreisgar a pharhaodd i fod yn fygythiad clir.",pharhaodd,parhaodd,AM,L,a,9.0,a,barhaodd,"Gwrthododd ddangos ei ddwylo, roedd yn dreisgar a barhaodd i fod yn fygythiad clir.",1,SM
254,98,30,https://www.bbc.com/cymrufyw/erthyglau/czj27yx84y2o,"Gwrthododd ddangos ei ddwylo, roedd yn dreisgar a pharhaodd i fod yn fygythiad clir.",pharhaodd,parhaodd,AM,L,a,9.0,a,mharhaodd,"Gwrthododd ddangos ei ddwylo, roedd yn dreisgar a mharhaodd i fod yn fygythiad clir.",1,NM
255,99,30,https://www.bbc.com/cymrufyw/erthyglau/czj27yx84y2o,"Gwrthododd ddangos ei ddwylo, roedd yn dreisgar a pharhaodd i fod yn fygythiad clir.",fod,bod,SM,L,i,11.0,i,bod,"Gwrthododd ddangos ei ddwylo, roedd yn dreisgar a pharhaodd i bod yn fygythiad clir.",1,none
256,99,30,https://www.bbc.com/cymrufyw/erthyglau/czj27yx84y2o,"Gwrthododd ddangos ei ddwylo, roedd yn dreisgar a pharhaodd i fod yn fygythiad clir.",fod,bod,SM,L,i,11.0,i,mod,"Gwrthododd ddangos ei ddwylo, roedd yn dreisgar a pharhaodd i mod yn fygythiad clir.",1,NM
257,100,30,https://www.bbc.com/cymrufyw/erthyglau/czj27yx84y2o,"Gwrthododd ddangos ei ddwylo, roedd yn dreisgar a pharhaodd i fod yn fygythiad clir.",clir,clir,no_AM,no_mutation,no_mutation,14.0,fygythiad,chlir,"Gwrthododd ddangos ei ddwylo, roedd yn dreisgar a pharhaodd i fod yn fygythiad chlir.",1,AM
258,100,30,https://www.bbc.com/cymrufyw/erthyglau/czj27yx84y2o,"Gwrthododd ddangos ei ddwylo, roedd yn dreisgar a pharhaodd i fod yn fygythiad clir.",clir,clir,no_AM,no_mutation,no_mutation,14.0,fygythiad,glir,"Gwrthododd ddangos ei ddwylo, roedd yn dreisgar a pharhaodd i fod yn fygythiad glir.",1,SM
259,100,30,https://www.bbc.com/cymrufyw/erthyglau/czj27yx84y2o,"Gwrthododd ddangos ei ddwylo, roedd yn dreisgar a pharhaodd i fod yn fygythiad clir.",clir,clir,no_AM,no_mutation,no_mutation,14.0,fygythiad,nghlir,"Gwrthododd ddangos ei ddwylo, roedd yn dreisgar a pharhaodd i fod yn fygythiad nghlir.",1,NM
260,101,30,https://www.bbc.com/cymrufyw/erthyglau/czj27yx84y2o,"Gwrthododd ddangos ei ddwylo, roedd yn dreisgar a pharhaodd i fod yn fygythiad clir.",fygythiad,mygythiad,SM,MS,yn_complement_adj_noun,13.0,yn,mygythiad,"Gwrthododd ddangos ei ddwylo, roedd yn dreisgar a pharhaodd i fod yn mygythiad clir.",1,none
261,102,31,https://www.bbc.com/cymrufyw/erthyglau/czj27yx84y2o,Rwy'n gwybod bod David a'i gydweithwyr eraill yng Nghynulliad Llundain yn gweithio'n agos gyda Heddlu'r Met.,gydweithwyr,cydweithwr,SM,L,i,6.0,a'i,cydweithwyr,Rwy'n gwybod bod David a'i cydweithwyr eraill yng Nghynulliad Llundain yn gweithio'n agos gyda Heddlu'r Met.,1,none
262,102,31,https://www.bbc.com/cymrufyw/erthyglau/czj27yx84y2o,Rwy'n gwybod bod David a'i gydweithwyr eraill yng Nghynulliad Llundain yn gweithio'n agos gyda Heddlu'r Met.,gydweithwyr,cydweithwr,SM,L,i,6.0,a'i,nghydweithwyr,Rwy'n gwybod bod David a'i nghydweithwyr eraill yng Nghynulliad Llundain yn gweithio'n agos gyda Heddlu'r Met.,1,NM
263,102,31,https://www.bbc.com/cymrufyw/erthyglau/czj27yx84y2o,Rwy'n gwybod bod David a'i gydweithwyr eraill yng Nghynulliad Llundain yn gweithio'n agos gyda Heddlu'r Met.,gydweithwyr,cydweithwr,SM,L,i,6.0,a'i,chydweithwyr,Rwy'n gwybod bod David a'i chydweithwyr eraill yng Nghynulliad Llundain yn gweithio'n agos gyda Heddlu'r Met.,1,AM
264,103,31,https://www.bbc.com/cymrufyw/erthyglau/czj27yx84y2o,Rwy'n gwybod bod David a'i gydweithwyr eraill yng Nghynulliad Llundain yn gweithio'n agos gyda Heddlu'r Met.,Nghynulliad,Cynulliad,NM,L,yng,9.0,yng,Cynulliad,Rwy'n gwybod bod David a'i gydweithwyr eraill yng Cynulliad Llundain yn gweithio'n agos gyda Heddlu'r Met.,1,none
265,103,31,https://www.bbc.com/cymrufyw/erthyglau/czj27yx84y2o,Rwy'n gwybod bod David a'i gydweithwyr eraill yng Nghynulliad Llundain yn gweithio'n agos gyda Heddlu'r Met.,Nghynulliad,Cynulliad,NM,L,yng,9.0,yng,Gynulliad,Rwy'n gwybod bod David a'i gydweithwyr eraill yng Gynulliad Llundain yn gweithio'n agos gyda Heddlu'r Met.,1,SM
266,103,31,https://www.bbc.com/cymrufyw/erthyglau/czj27yx84y2o,Rwy'n gwybod bod David a'i gydweithwyr eraill yng Nghynulliad Llundain yn gweithio'n agos gyda Heddlu'r Met.,Nghynulliad,Cynulliad,NM,L,yng,9.0,yng,Chynulliad,Rwy'n gwybod bod David a'i gydweithwyr eraill yng Chynulliad Llundain yn gweithio'n agos gyda Heddlu'r Met.,1,AM
267,104,32,https://www.bbc.com/cymrufyw/erthyglau/c4g4587w9x2o,"Fis Ebrill bu farw Siôn, gofalwr Capel Newydd ger y Gaiman ym Mhatagonia yn 92 mlwydd oed.",Fis,mis,SM,MS,adverb_time_place_manner,1.0,,Mis,"Mis Ebrill bu farw Siôn, gofalwr Capel Newydd ger y Gaiman ym Mhatagonia yn 92 mlwydd oed.",1,none
268,105,32,https://www.bbc.com/cymrufyw/erthyglau/c4g4587w9x2o,"Fis Ebrill bu farw Siôn, gofalwr Capel Newydd ger y Gaiman ym Mhatagonia yn 92 mlwydd oed.",farw,marw,SM,MS,direct_object_mutation,4.0,bu,marw,"Fis Ebrill bu marw Siôn, gofalwr Capel Newydd ger y Gaiman ym Mhatagonia yn 92 mlwydd oed.",1,none
269,106,32,https://www.bbc.com/cymrufyw/erthyglau/c4g4587w9x2o,"Fis Ebrill bu farw Siôn, gofalwr Capel Newydd ger y Gaiman ym Mhatagonia yn 92 mlwydd oed.",Mhatagonia,Patagonia,NM,L,ym,13.0,ym,Patagonia,"Fis Ebrill bu farw Siôn, gofalwr Capel Newydd ger y Gaiman ym Patagonia yn 92 mlwydd oed.",1,none
270,106,32,https://www.bbc.com/cymrufyw/erthyglau/c4g4587w9x2o,"Fis Ebrill bu farw Siôn, gofalwr Capel Newydd ger y Gaiman ym Mhatagonia yn 92 mlwydd oed.",Mhatagonia,Patagonia,NM,L,ym,13.0,ym,Batagonia,"Fis Ebrill bu farw Siôn, gofalwr Capel Newydd ger y Gaiman ym Batagonia yn 92 mlwydd oed.",1,SM
271,106,32,https://www.bbc.com/cymrufyw/erthyglau/c4g4587w9x2o,"Fis Ebrill bu farw Siôn, gofalwr Capel Newydd ger y Gaiman ym Mhatagonia yn 92 mlwydd oed.",Mhatagonia,Patagonia,NM,L,ym,13.0,ym,Phatagonia,"Fis Ebrill bu farw Siôn, gofalwr Capel Newydd ger y Gaiman ym Phatagonia yn 92 mlwydd oed.",1,AM
272,107,32,https://www.bbc.com/cymrufyw/erthyglau/c4g4587w9x2o,"Fis Ebrill bu farw Siôn, gofalwr Capel Newydd ger y Gaiman ym Mhatagonia yn 92 mlwydd oed.",mlwydd,blwydd,NM,L,92,16.0,92,blwydd,"Fis Ebrill bu farw Siôn, gofalwr Capel Newydd ger y Gaiman ym Mhatagonia yn 92 blwydd oed.",1,none
273,107,32,https://www.bbc.com/cymrufyw/erthyglau/c4g4587w9x2o,"Fis Ebrill bu farw Siôn, gofalwr Capel Newydd ger y Gaiman ym Mhatagonia yn 92 mlwydd oed.",mlwydd,blwydd,NM,L,92,16.0,92,flwydd,"Fis Ebrill bu farw Siôn, gofalwr Capel Newydd ger y Gaiman ym Mhatagonia yn 92 flwydd oed.",1,SM
274,108,33,https://www.bbc.com/cymrufyw/erthyglau/c4g4587w9x2o,"Ffermio oedd bywoliaeth Siôn hefyd, ac fe fu'n byw yn yr un ardal yn Nyffryn Coch ar hyd ei oes, a Chapel Newydd gerllaw.",fu,bu,SM,L,fe,,,bu,"Ffermio oedd bywoliaeth Siôn hefyd, ac fe bu'n byw yn yr un ardal yn Nyffryn Coch ar hyd ei oes, a Chapel Newydd gerllaw.",1,none
275,108,33,https://www.bbc.com/cymrufyw/erthyglau/c4g4587w9x2o,"Ffermio oedd bywoliaeth Siôn hefyd, ac fe fu'n byw yn yr un ardal yn Nyffryn Coch ar hyd ei oes, a Chapel Newydd gerllaw.",fu,bu,SM,L,fe,,,mu,"Ffermio oedd bywoliaeth Siôn hefyd, ac fe mu'n byw yn yr un ardal yn Nyffryn Coch ar hyd ei oes, a Chapel Newydd gerllaw.",1,NM
276,109,33,https://www.bbc.com/cymrufyw/erthyglau/c4g4587w9x2o,"Ffermio oedd bywoliaeth Siôn hefyd, ac fe fu'n byw yn yr un ardal yn Nyffryn Coch ar hyd ei oes, a Chapel Newydd gerllaw.",Nyffryn,dyffryn,NM,L,yn,15.0,yn,Dyffryn,"Ffermio oedd bywoliaeth Siôn hefyd, ac fe fu'n byw yn yr un ardal yn Dyffryn Coch ar hyd ei oes, a Chapel Newydd gerllaw.",1,none
277,109,33,https://www.bbc.com/cymrufyw/erthyglau/c4g4587w9x2o,"Ffermio oedd bywoliaeth Siôn hefyd, ac fe fu'n byw yn yr un ardal yn Nyffryn Coch ar hyd ei oes, a Chapel Newydd gerllaw.",Nyffryn,dyffryn,NM,L,yn,15.0,yn,Ddyffryn,"Ffermio oedd bywoliaeth Siôn hefyd, ac fe fu'n byw yn yr un ardal yn Ddyffryn Coch ar hyd ei oes, a Chapel Newydd gerllaw.",1,SM
