"item","correct_sentence","incorrect_form_1","incorrect_form_2","incorrect_form_3","incorrect_sentence_1","incorrect_sentence_2","incorrect_sentence_3"
"3645","Sylfaenol iawn oedd yr adnoddau yn y gwersyll ar y dechrau, er hynny doedd dim trafferth denu cenedlaethau o blant a phobl ifanc a dyrrai yno i gymryd rhan yng ngweithgareddau awyr agored ar Lyn Tegid, ar y mynyddoedd o gwmpas ac wrth gwrs i wneud ffrindiau newydd o bob cwr o Gymru.","tyrrai","nhyrrai","thyrrai","Sylfaenol iawn oedd yr adnoddau yn y gwersyll ar y dechrau, er hynny doedd dim trafferth denu cenedlaethau o blant a phobl ifanc a tyrrai yno i gymryd rhan yng ngweithgareddau awyr agored ar Lyn Tegid, ar y mynyddoedd o gwmpas ac wrth gwrs i wneud ffrindiau newydd o bob cwr o Gymru.","Sylfaenol iawn oedd yr adnoddau yn y gwersyll ar y dechrau, er hynny doedd dim trafferth denu cenedlaethau o blant a phobl ifanc a nhyrrai yno i gymryd rhan yng ngweithgareddau awyr agored ar Lyn Tegid, ar y mynyddoedd o gwmpas ac wrth gwrs i wneud ffrindiau newydd o bob cwr o Gymru.","Sylfaenol iawn oedd yr adnoddau yn y gwersyll ar y dechrau, er hynny doedd dim trafferth denu cenedlaethau o blant a phobl ifanc a thyrrai yno i gymryd rhan yng ngweithgareddau awyr agored ar Lyn Tegid, ar y mynyddoedd o gwmpas ac wrth gwrs i wneud ffrindiau newydd o bob cwr o Gymru."
"3679","Ni chafodd y blaid newydd lawer o lwyddiant etholiadol, a daeth i ben tua chanol y 1950au, ond cafodd gryn ddylanwad ar bolisïau Plaid Cymru.","ddaeth","naeth",NA,"Ni chafodd y blaid newydd lawer o lwyddiant etholiadol, a ddaeth i ben tua chanol y 1950au, ond cafodd gryn ddylanwad ar bolisïau Plaid Cymru.","Ni chafodd y blaid newydd lawer o lwyddiant etholiadol, a naeth i ben tua chanol y 1950au, ond cafodd gryn ddylanwad ar bolisïau Plaid Cymru.",NA
"3734","Cofia bod rhaid i chdi ddechrau bob brawddeg gyda phrif lythyren.","pob","mhob","phob","Cofia bod rhaid i chdi ddechrau pob brawddeg gyda phrif lythyren.","Cofia bod rhaid i chdi ddechrau mhob brawddeg gyda phrif lythyren.","Cofia bod rhaid i chdi ddechrau phob brawddeg gyda phrif lythyren."
"3832","Mae targed Llywodraeth Cymru i adeiladu 20,000 o gartrefi cymdeithasol newydd yn ystod ei thymor presennol (2021-26) ymhell o fod yn ddigonol.","tymor","dymor","nhymor","Mae targed Llywodraeth Cymru i adeiladu 20,000 o gartrefi cymdeithasol newydd yn ystod ei tymor presennol (2021-26) ymhell o fod yn ddigonol.","Mae targed Llywodraeth Cymru i adeiladu 20,000 o gartrefi cymdeithasol newydd yn ystod ei dymor presennol (2021-26) ymhell o fod yn ddigonol.","Mae targed Llywodraeth Cymru i adeiladu 20,000 o gartrefi cymdeithasol newydd yn ystod ei nhymor presennol (2021-26) ymhell o fod yn ddigonol."
"3947","Lle clên a Chymreig – beth am edrych pa weithgareddau sydd gan yr Urdd yn y sir ar dy gyfer di?","gweithgareddau","ngweithgareddau",NA,"Lle clên a Chymreig – beth am edrych pa gweithgareddau sydd gan yr Urdd yn y sir ar dy gyfer di?","Lle clên a Chymreig – beth am edrych pa ngweithgareddau sydd gan yr Urdd yn y sir ar dy gyfer di?",NA
"4061","Ers dysgu siarad Cymraeg gwta chwe blynedd yn ôl, mae cyfreithiwr o Fanceinion wedi ysgrifennu nofel Gymraeg, meistroli'r gynghanedd, creu cynllun i ddiogelu enwau tai, a rhyddhau dwy albwm yn Iaith y Nefoedd.","cwta","nghwta","chwta","Ers dysgu siarad Cymraeg cwta chwe blynedd yn ôl, mae cyfreithiwr o Fanceinion wedi ysgrifennu nofel Gymraeg, meistroli'r gynghanedd, creu cynllun i ddiogelu enwau tai, a rhyddhau dwy albwm yn Iaith y Nefoedd.","Ers dysgu siarad Cymraeg nghwta chwe blynedd yn ôl, mae cyfreithiwr o Fanceinion wedi ysgrifennu nofel Gymraeg, meistroli'r gynghanedd, creu cynllun i ddiogelu enwau tai, a rhyddhau dwy albwm yn Iaith y Nefoedd.","Ers dysgu siarad Cymraeg chwta chwe blynedd yn ôl, mae cyfreithiwr o Fanceinion wedi ysgrifennu nofel Gymraeg, meistroli'r gynghanedd, creu cynllun i ddiogelu enwau tai, a rhyddhau dwy albwm yn Iaith y Nefoedd."
"4139","Crynodeb dealladwy o'r iaith lafar safonol, sy'n gyflwyniad arbennig i ddechreuwyr ac i ddysgwyr canolradd.","llafar",NA,NA,"Crynodeb dealladwy o'r iaith llafar safonol, sy'n gyflwyniad arbennig i ddechreuwyr ac i ddysgwyr canolradd.",NA,NA
"4185","A pan ddaw hi at actio, y peth mwyaf pwysig i mi yw gweld wynebau newydd, yn enwedig yn y cyfryngau Cymraeg, yn cael eu gweld ar deledu.","phan","ban","mhan","A phan ddaw hi at actio, y peth mwyaf pwysig i mi yw gweld wynebau newydd, yn enwedig yn y cyfryngau Cymraeg, yn cael eu gweld ar deledu.","A ban ddaw hi at actio, y peth mwyaf pwysig i mi yw gweld wynebau newydd, yn enwedig yn y cyfryngau Cymraeg, yn cael eu gweld ar deledu.","A mhan ddaw hi at actio, y peth mwyaf pwysig i mi yw gweld wynebau newydd, yn enwedig yn y cyfryngau Cymraeg, yn cael eu gweld ar deledu."
"4265","Fydd y llithrffordd ddim yn gallu cael ei defnyddio rhwng 10yb a 4yp er mwyn sicrhau diogelwch yr holl ymwelwyr.","Bydd","Mydd",NA,"Bydd y llithrffordd ddim yn gallu cael ei defnyddio rhwng 10yb a 4yp er mwyn sicrhau diogelwch yr holl ymwelwyr.","Mydd y llithrffordd ddim yn gallu cael ei defnyddio rhwng 10yb a 4yp er mwyn sicrhau diogelwch yr holl ymwelwyr.",NA
"4317","Wrth ymateb i gyhoeddi Bil y Gymraeg ac Addysg heddiw, mae Cymdeithas yr Iaith yn dweud bod y Llywodraeth yn ""colli cyfle mewn cenhedlaeth"" i osod nod hirdymor bod pob plentyn yn cael addysg Gymraeg, gan bwysleisio mai blaenoriaeth y mudiad yn ystod y misoedd nesaf fydd cryfhau'r ddeddfwriaeth yn ystod ei thaith trwy'r Senedd.","taith","daith","nhaith","Wrth ymateb i gyhoeddi Bil y Gymraeg ac Addysg heddiw, mae Cymdeithas yr Iaith yn dweud bod y Llywodraeth yn ""colli cyfle mewn cenhedlaeth"" i osod nod hirdymor bod pob plentyn yn cael addysg Gymraeg, gan bwysleisio mai blaenoriaeth y mudiad yn ystod y misoedd nesaf fydd cryfhau'r ddeddfwriaeth yn ystod ei taith trwy'r Senedd.","Wrth ymateb i gyhoeddi Bil y Gymraeg ac Addysg heddiw, mae Cymdeithas yr Iaith yn dweud bod y Llywodraeth yn ""colli cyfle mewn cenhedlaeth"" i osod nod hirdymor bod pob plentyn yn cael addysg Gymraeg, gan bwysleisio mai blaenoriaeth y mudiad yn ystod y misoedd nesaf fydd cryfhau'r ddeddfwriaeth yn ystod ei daith trwy'r Senedd.","Wrth ymateb i gyhoeddi Bil y Gymraeg ac Addysg heddiw, mae Cymdeithas yr Iaith yn dweud bod y Llywodraeth yn ""colli cyfle mewn cenhedlaeth"" i osod nod hirdymor bod pob plentyn yn cael addysg Gymraeg, gan bwysleisio mai blaenoriaeth y mudiad yn ystod y misoedd nesaf fydd cryfhau'r ddeddfwriaeth yn ystod ei nhaith trwy'r Senedd."
"4436","Ganol fis Mawrth ymddangosodd baner y Ddraig Goch yn y gysgodfa ar gopa Moel Eilio.","mis",NA,NA,"Ganol mis Mawrth ymddangosodd baner y Ddraig Goch yn y gysgodfa ar gopa Moel Eilio.",NA,NA
"4630","Tisio fi beintio dy winadd di?","peintio","mheintio","pheintio","Tisio fi peintio dy winadd di?","Tisio fi mheintio dy winadd di?","Tisio fi pheintio dy winadd di?"
"4661","Os edrychwn yn ôl yn gyntaf ar hanes datganoli yng Nghymru, rydym yn gweld fod Cymdeithas yr Iaith wedi bod yn ymwneud â'r mater ers blynyddoedd, drwy hybu fod angen ffynonellau eraill i'r Gymraeg gael ei darlledu arni.","bod","mod",NA,"Os edrychwn yn ôl yn gyntaf ar hanes datganoli yng Nghymru, rydym yn gweld fod Cymdeithas yr Iaith wedi bod yn ymwneud â'r mater ers blynyddoedd, drwy hybu bod angen ffynonellau eraill i'r Gymraeg gael ei darlledu arni.","Os edrychwn yn ôl yn gyntaf ar hanes datganoli yng Nghymru, rydym yn gweld fod Cymdeithas yr Iaith wedi bod yn ymwneud â'r mater ers blynyddoedd, drwy hybu mod angen ffynonellau eraill i'r Gymraeg gael ei darlledu arni.",NA
"4664","Welodd o mono i.","Gwelodd","Ngwelodd",NA,"Gwelodd o mono i.","Ngwelodd o mono i.",NA
"4670","Ym mis Medi 1400, flwyddyn ar ôl i Harri feddiannu gorsedd Lloegr, daeth ffrae rhwng Glyndŵr a'i gymydog Reginald Grey, 3ydd Barwn Grey de Ruthyn i'w anterth, a ddatblygodd yn gyflym i fod yn wrthryfel dros annibyniaeth Cymru.","gwrthryfel","ngwrthryfel",NA,"Ym mis Medi 1400, flwyddyn ar ôl i Harri feddiannu gorsedd Lloegr, daeth ffrae rhwng Glyndŵr a'i gymydog Reginald Grey, 3ydd Barwn Grey de Ruthyn i'w anterth, a ddatblygodd yn gyflym i fod yn gwrthryfel dros annibyniaeth Cymru.","Ym mis Medi 1400, flwyddyn ar ôl i Harri feddiannu gorsedd Lloegr, daeth ffrae rhwng Glyndŵr a'i gymydog Reginald Grey, 3ydd Barwn Grey de Ruthyn i'w anterth, a ddatblygodd yn gyflym i fod yn ngwrthryfel dros annibyniaeth Cymru.",NA
"4690","Dw i heb wastraffu fy mhres.","gwastraffu","ngwastraffu",NA,"Dw i heb gwastraffu fy mhres.","Dw i heb ngwastraffu fy mhres.",NA
"4858","Er enghraifft dyna i ni Gavin Williamson, pan oedd yn Weinidog Amddiffyn yn egluro wrthym syniad mor dda fyddai anfon llongau rhyfel i For De China yn dilyn Brexit.","Gweinidog","Ngweinidog",NA,"Er enghraifft dyna i ni Gavin Williamson, pan oedd yn Gweinidog Amddiffyn yn egluro wrthym syniad mor dda fyddai anfon llongau rhyfel i For De China yn dilyn Brexit.","Er enghraifft dyna i ni Gavin Williamson, pan oedd yn Ngweinidog Amddiffyn yn egluro wrthym syniad mor dda fyddai anfon llongau rhyfel i For De China yn dilyn Brexit.",NA
"4891","Dyna pam y gwnaethom yn glir yn y cyhoeddiad nad peidio â bwrw ymlaen â'r ffordd liniaru yn unig yr oeddem, ond ein bod am fwrw ymlaen â mesurau lliniaru o amgylch yr M4, yn enwedig yr ardal o amgylch Casnewydd.","lliniaru",NA,NA,"Dyna pam y gwnaethom yn glir yn y cyhoeddiad nad peidio â bwrw ymlaen â'r ffordd lliniaru yn unig yr oeddem, ond ein bod am fwrw ymlaen â mesurau lliniaru o amgylch yr M4, yn enwedig yr ardal o amgylch Casnewydd.",NA,NA
"4898","Wedi misoedd o waith caled roedd y gyngerdd yn llwyddiant.","cyngerdd","nghyngerdd","chyngerdd","Wedi misoedd o waith caled roedd y cyngerdd yn llwyddiant.","Wedi misoedd o waith caled roedd y nghyngerdd yn llwyddiant.","Wedi misoedd o waith caled roedd y chyngerdd yn llwyddiant."
"5107","Chadwa i monoch chi'n hir.","Cadwa","Gadwa","Nghadwa","Cadwa i monoch chi'n hir.","Gadwa i monoch chi'n hir.","Nghadwa i monoch chi'n hir."
"5139","Enillodd James fynediad i'r Orsedd am ei chyfryniad i'r Celfyddydau yn Eisteddfod Meifod 2015, yn agos i'w chartref.","cartref","gartref","nghartref","Enillodd James fynediad i'r Orsedd am ei chyfryniad i'r Celfyddydau yn Eisteddfod Meifod 2015, yn agos i'w cartref.","Enillodd James fynediad i'r Orsedd am ei chyfryniad i'r Celfyddydau yn Eisteddfod Meifod 2015, yn agos i'w gartref.","Enillodd James fynediad i'r Orsedd am ei chyfryniad i'r Celfyddydau yn Eisteddfod Meifod 2015, yn agos i'w nghartref."
"5192","Sefydlwyd y Fenter Iaith gyntaf yng Nghwm Gwendraeth yn 1991, ac yn y blynyddoedd ers hynny mae cymunedau ar draws Cymru wedi gweithredu i ffurfio Mentrau eu hunain.","Menter",NA,NA,"Sefydlwyd y Menter Iaith gyntaf yng Nghwm Gwendraeth yn 1991, ac yn y blynyddoedd ers hynny mae cymunedau ar draws Cymru wedi gweithredu i ffurfio Mentrau eu hunain.",NA,NA
"5193","Fe ofynnodd merch ifanc i fi'n ddiweddar pam fy mod yn casáu Margaret Thatcher cymaint, gan ei bod newydd fod yn y sinema yn gweld y ffilm The Iron Lady.","gofynnodd","ngofynnodd",NA,"Fe gofynnodd merch ifanc i fi'n ddiweddar pam fy mod yn casáu Margaret Thatcher cymaint, gan ei bod newydd fod yn y sinema yn gweld y ffilm The Iron Lady.","Fe ngofynnodd merch ifanc i fi'n ddiweddar pam fy mod yn casáu Margaret Thatcher cymaint, gan ei bod newydd fod yn y sinema yn gweld y ffilm The Iron Lady.",NA
"5247","Wrth deithio lawr o Benmynydd, Môn i Sir Gâr yn ystod saithdegau'r ganrif ddwethaf, erbyn cyrraedd Trawsfynydd mi roedd hi'n amser stopio wrth y cerflun yng nghanol y pentref a chael picnic.","Penmynydd","Mhenmynydd","Phenmynydd","Wrth deithio lawr o Penmynydd, Môn i Sir Gâr yn ystod saithdegau'r ganrif ddwethaf, erbyn cyrraedd Trawsfynydd mi roedd hi'n amser stopio wrth y cerflun yng nghanol y pentref a chael picnic.","Wrth deithio lawr o Mhenmynydd, Môn i Sir Gâr yn ystod saithdegau'r ganrif ddwethaf, erbyn cyrraedd Trawsfynydd mi roedd hi'n amser stopio wrth y cerflun yng nghanol y pentref a chael picnic.","Wrth deithio lawr o Phenmynydd, Môn i Sir Gâr yn ystod saithdegau'r ganrif ddwethaf, erbyn cyrraedd Trawsfynydd mi roedd hi'n amser stopio wrth y cerflun yng nghanol y pentref a chael picnic."
"5374","Mae fy ymchwil wedi dweud wrthai bod y geiriau i gyd wedi eu ysgrifennu gan yr un person.","mod","fod",NA,"Mae fy ymchwil wedi dweud wrthai mod y geiriau i gyd wedi eu ysgrifennu gan yr un person.","Mae fy ymchwil wedi dweud wrthai fod y geiriau i gyd wedi eu ysgrifennu gan yr un person.",NA
"5426","Os ydych am fynd i ymchwilio yn yr archifdy bydd angen diwrnod neu fwy o rybudd fel bod modd estyn y dogfennau a sicrhau fod y dogfennau hynny ar gael.","bod","mod",NA,"Os ydych am fynd i ymchwilio yn yr archifdy bydd angen diwrnod neu fwy o rybudd fel bod modd estyn y dogfennau a sicrhau bod y dogfennau hynny ar gael.","Os ydych am fynd i ymchwilio yn yr archifdy bydd angen diwrnod neu fwy o rybudd fel bod modd estyn y dogfennau a sicrhau mod y dogfennau hynny ar gael.",NA
"5512","Beth wyt ti'n wneud?","gwneud","ngwneud",NA,"Beth wyt ti'n gwneud?","Beth wyt ti'n ngwneud?",NA
"5530","Heddiw, fues i ym Mhwyllgor Plant a Phobl Ifanc Cynulliad Cenedlaethol Cymru i roi diweddariad iddynt ar y cynnydd gyda diwygio'r cwricwlwm.","bues","mues",NA,"Heddiw, bues i ym Mhwyllgor Plant a Phobl Ifanc Cynulliad Cenedlaethol Cymru i roi diweddariad iddynt ar y cynnydd gyda diwygio'r cwricwlwm.","Heddiw, mues i ym Mhwyllgor Plant a Phobl Ifanc Cynulliad Cenedlaethol Cymru i roi diweddariad iddynt ar y cynnydd gyda diwygio'r cwricwlwm.",NA
"5617","Heibio i dafarn y Mulberry a safle garafanau foethus Aberconwy.","moethus",NA,NA,"Heibio i dafarn y Mulberry a safle garafanau moethus Aberconwy.",NA,NA
"5624","Does dim amheuaeth bod 2020 wedi bod flwyddyn fel dim un arall.","blwyddyn","mlwyddyn",NA,"Does dim amheuaeth bod 2020 wedi bod blwyddyn fel dim un arall.","Does dim amheuaeth bod 2020 wedi bod mlwyddyn fel dim un arall.",NA
"5665","Ni ddaethom oddi yno unwaith ar ein cythlwng nac yn waglaw.","gwaglaw","ngwaglaw",NA,"Ni ddaethom oddi yno unwaith ar ein cythlwng nac yn gwaglaw.","Ni ddaethom oddi yno unwaith ar ein cythlwng nac yn ngwaglaw.",NA
"5796","Wnes i weld hi'n croesi lôn, wn i ddim lle mai 'di mynd.","Gwnes","Ngwnes",NA,"Gwnes i weld hi'n croesi lôn, wn i ddim lle mai 'di mynd.","Ngwnes i weld hi'n croesi lôn, wn i ddim lle mai 'di mynd.",NA
"5813","Roeddwn i wedi paratoi fy mwyd pan ffoniodd Ifan.","bwyd","fwyd",NA,"Roeddwn i wedi paratoi fy bwyd pan ffoniodd Ifan.","Roeddwn i wedi paratoi fy fwyd pan ffoniodd Ifan.",NA
"5841","Galw gyda theulu am banad yng Nghlynnog Fawr cyn ymweld ag eglwys a ffynnon Beuno Sant, a chromlech Bachwen.","cromlech","gromlech","nghromlech","Galw gyda theulu am banad yng Nghlynnog Fawr cyn ymweld ag eglwys a ffynnon Beuno Sant, a cromlech Bachwen.","Galw gyda theulu am banad yng Nghlynnog Fawr cyn ymweld ag eglwys a ffynnon Beuno Sant, a gromlech Bachwen.","Galw gyda theulu am banad yng Nghlynnog Fawr cyn ymweld ag eglwys a ffynnon Beuno Sant, a nghromlech Bachwen."
"5957","Mae'n dangos sut y gallwn ddysgu oddi wrth ein gilydd ac yn pwysleisio cryfder a pherthnasedd cynyddol ein hieithoedd mewn byd gynyddol ddigidol.","cynyddol","nghynyddol","chynyddol","Mae'n dangos sut y gallwn ddysgu oddi wrth ein gilydd ac yn pwysleisio cryfder a pherthnasedd cynyddol ein hieithoedd mewn byd cynyddol ddigidol.","Mae'n dangos sut y gallwn ddysgu oddi wrth ein gilydd ac yn pwysleisio cryfder a pherthnasedd cynyddol ein hieithoedd mewn byd nghynyddol ddigidol.","Mae'n dangos sut y gallwn ddysgu oddi wrth ein gilydd ac yn pwysleisio cryfder a pherthnasedd cynyddol ein hieithoedd mewn byd chynyddol ddigidol."
"5993","Mae 'na alwadau ar gerddwyr ar Yr Wyddfa i ""barchu'r mynydd"" wrth i effaith cynnydd yn nifer ymwelwyr ddod i'r amlwg.","galwadau","ngalwadau",NA,"Mae 'na galwadau ar gerddwyr ar Yr Wyddfa i ""barchu'r mynydd"" wrth i effaith cynnydd yn nifer ymwelwyr ddod i'r amlwg.","Mae 'na ngalwadau ar gerddwyr ar Yr Wyddfa i ""barchu'r mynydd"" wrth i effaith cynnydd yn nifer ymwelwyr ddod i'r amlwg.",NA
"6022","Dwy broblem wahanol sy'n cael effaith debyg, effaith negyddol iawn o gau pobl leol o'r farchnad dai ac o sugno bywyd allan o gymunedau.","gwahanol","ngwahanol",NA,"Dwy broblem gwahanol sy'n cael effaith debyg, effaith negyddol iawn o gau pobl leol o'r farchnad dai ac o sugno bywyd allan o gymunedau.","Dwy broblem ngwahanol sy'n cael effaith debyg, effaith negyddol iawn o gau pobl leol o'r farchnad dai ac o sugno bywyd allan o gymunedau.",NA
"6139","Ar 5 Awst 1925, daeth cynrychiolwyr o ddau fudiad at ei gilydd mewn caffi yn ystod yr Eisteddfod Genedlaethol ym Mhwllheli, gyda'r nod o ddechrau ""plaid wleidyddol Gymreig"".","Cymreig","Nghymreig","Chymreig","Ar 5 Awst 1925, daeth cynrychiolwyr o ddau fudiad at ei gilydd mewn caffi yn ystod yr Eisteddfod Genedlaethol ym Mhwllheli, gyda'r nod o ddechrau ""plaid wleidyddol Cymreig"".","Ar 5 Awst 1925, daeth cynrychiolwyr o ddau fudiad at ei gilydd mewn caffi yn ystod yr Eisteddfod Genedlaethol ym Mhwllheli, gyda'r nod o ddechrau ""plaid wleidyddol Nghymreig"".","Ar 5 Awst 1925, daeth cynrychiolwyr o ddau fudiad at ei gilydd mewn caffi yn ystod yr Eisteddfod Genedlaethol ym Mhwllheli, gyda'r nod o ddechrau ""plaid wleidyddol Chymreig""."
"6159","Mae petrol yn fwy na £5 y galwyn, a bob tro yr ewch at y pwmp, gwelwch fod y pris wedi codi.","pob","mhob","phob","Mae petrol yn fwy na £5 y galwyn, a pob tro yr ewch at y pwmp, gwelwch fod y pris wedi codi.","Mae petrol yn fwy na £5 y galwyn, a mhob tro yr ewch at y pwmp, gwelwch fod y pris wedi codi.","Mae petrol yn fwy na £5 y galwyn, a phob tro yr ewch at y pwmp, gwelwch fod y pris wedi codi."
"6192","Bydd Cymdeithas yr Iaith yn cynnal rali fawr ar Faes yr Eisteddfod Genedlaethol yn Nhregaron ddydd Iau, Awst 4.","Tregaron","Dregaron","Thregaron","Bydd Cymdeithas yr Iaith yn cynnal rali fawr ar Faes yr Eisteddfod Genedlaethol yn Tregaron ddydd Iau, Awst 4.","Bydd Cymdeithas yr Iaith yn cynnal rali fawr ar Faes yr Eisteddfod Genedlaethol yn Dregaron ddydd Iau, Awst 4.","Bydd Cymdeithas yr Iaith yn cynnal rali fawr ar Faes yr Eisteddfod Genedlaethol yn Thregaron ddydd Iau, Awst 4."
"6314","O gerddoriaeth i lenyddiaeth ac o raglen lawn o gystadlaethau i oriel gelf gyfoes flaenaf Cymru, mae rhywbeth i bawb ar Faes yr Eisteddfod.","blaenaf","mlaenaf",NA,"O gerddoriaeth i lenyddiaeth ac o raglen lawn o gystadlaethau i oriel gelf gyfoes blaenaf Cymru, mae rhywbeth i bawb ar Faes yr Eisteddfod.","O gerddoriaeth i lenyddiaeth ac o raglen lawn o gystadlaethau i oriel gelf gyfoes mlaenaf Cymru, mae rhywbeth i bawb ar Faes yr Eisteddfod.",NA
"6321","Mae'r darn o'r ynys sydd ar werth wedi bod yn nwylo Prifysgol Bangor ers yr 1970au, a than yn ddiweddar bu'n lleoliad ar gyfer canolfan ymchwil gwyddonol.","tan","dan","nhan","Mae'r darn o'r ynys sydd ar werth wedi bod yn nwylo Prifysgol Bangor ers yr 1970au, a tan yn ddiweddar bu'n lleoliad ar gyfer canolfan ymchwil gwyddonol.","Mae'r darn o'r ynys sydd ar werth wedi bod yn nwylo Prifysgol Bangor ers yr 1970au, a dan yn ddiweddar bu'n lleoliad ar gyfer canolfan ymchwil gwyddonol.","Mae'r darn o'r ynys sydd ar werth wedi bod yn nwylo Prifysgol Bangor ers yr 1970au, a nhan yn ddiweddar bu'n lleoliad ar gyfer canolfan ymchwil gwyddonol."
"6349","Credem yng Nghymdeithas yr Iaith mai'r deyrnged orau a allem dalu er cof am Saunders Lewis oedd cyhoeddi argraffiad newydd o'i ddarlith Tynged yr Iaith, a ysbrydolodd sefydlu'r Gymdeithas, ac sydd wedi bod yn ysbrydoliaeth i'w haelodau byth er hynny.","gallem","ngallem",NA,"Credem yng Nghymdeithas yr Iaith mai'r deyrnged orau a gallem dalu er cof am Saunders Lewis oedd cyhoeddi argraffiad newydd o'i ddarlith Tynged yr Iaith, a ysbrydolodd sefydlu'r Gymdeithas, ac sydd wedi bod yn ysbrydoliaeth i'w haelodau byth er hynny.","Credem yng Nghymdeithas yr Iaith mai'r deyrnged orau a ngallem dalu er cof am Saunders Lewis oedd cyhoeddi argraffiad newydd o'i ddarlith Tynged yr Iaith, a ysbrydolodd sefydlu'r Gymdeithas, ac sydd wedi bod yn ysbrydoliaeth i'w haelodau byth er hynny.",NA
"6573","Llwybr Llanberis yw'r hiraf a'r mwyaf graddol o'r chwe phrif lwybr i gopa'r Wyddfa.","llwybr",NA,NA,"Llwybr Llanberis yw'r hiraf a'r mwyaf graddol o'r chwe phrif llwybr i gopa'r Wyddfa.",NA,NA
"6602","Bydd sicrhau cyfradd lawer uwch o gartrefi mewn perchnogaeth cyhoeddus a chymunedol - drwy awdurdodau lleol, cymdeithasau tai, mentrau mewn perchnogaeth gymunedol a mentrau cydweithredol - hefyd yn dylanwadu'n gadarnhaol ar fforddiadwyedd yn y farchnad dai ehangach.","cymunedol","nghymunedol","chymunedol","Bydd sicrhau cyfradd lawer uwch o gartrefi mewn perchnogaeth cyhoeddus a chymunedol - drwy awdurdodau lleol, cymdeithasau tai, mentrau mewn perchnogaeth cymunedol a mentrau cydweithredol - hefyd yn dylanwadu'n gadarnhaol ar fforddiadwyedd yn y farchnad dai ehangach.","Bydd sicrhau cyfradd lawer uwch o gartrefi mewn perchnogaeth cyhoeddus a chymunedol - drwy awdurdodau lleol, cymdeithasau tai, mentrau mewn perchnogaeth nghymunedol a mentrau cydweithredol - hefyd yn dylanwadu'n gadarnhaol ar fforddiadwyedd yn y farchnad dai ehangach.","Bydd sicrhau cyfradd lawer uwch o gartrefi mewn perchnogaeth cyhoeddus a chymunedol - drwy awdurdodau lleol, cymdeithasau tai, mentrau mewn perchnogaeth chymunedol a mentrau cydweithredol - hefyd yn dylanwadu'n gadarnhaol ar fforddiadwyedd yn y farchnad dai ehangach."
"6739","Fydd fy nghyfnod i ar y bwrdd yn dod i ben cyn hir ond mae'r elusen yn mynd i gario mlaen ac yn mynd i fod yn ran mawr ohona fi am byth dwi'n meddwl.","Bydd","Mydd",NA,"Bydd fy nghyfnod i ar y bwrdd yn dod i ben cyn hir ond mae'r elusen yn mynd i gario mlaen ac yn mynd i fod yn ran mawr ohona fi am byth dwi'n meddwl.","Mydd fy nghyfnod i ar y bwrdd yn dod i ben cyn hir ond mae'r elusen yn mynd i gario mlaen ac yn mynd i fod yn ran mawr ohona fi am byth dwi'n meddwl.",NA
"6743","Mae hyn gyd yn rhan o'n brosiect Bitw Bach.","prosiect","mhrosiect","phrosiect","Mae hyn gyd yn rhan o'n prosiect Bitw Bach.","Mae hyn gyd yn rhan o'n mhrosiect Bitw Bach.","Mae hyn gyd yn rhan o'n phrosiect Bitw Bach."
"6751","Ddaru mi weld.","gweld","ngweld",NA,"Ddaru mi gweld.","Ddaru mi ngweld.",NA
"6803","Roedd cynlluniau hefyd i sefydlu sianel deledu ar wahân ar gyfer rhaglenni Cymraeg ond yn 1979 cyhoeddodd y Llywodraeth Geidwadol na fyddai'n cadw ei addewid i sefydlu'r fath sianel.","Ceidwadol","Ngheidwadol","Cheidwadol","Roedd cynlluniau hefyd i sefydlu sianel deledu ar wahân ar gyfer rhaglenni Cymraeg ond yn 1979 cyhoeddodd y Llywodraeth Ceidwadol na fyddai'n cadw ei addewid i sefydlu'r fath sianel.","Roedd cynlluniau hefyd i sefydlu sianel deledu ar wahân ar gyfer rhaglenni Cymraeg ond yn 1979 cyhoeddodd y Llywodraeth Ngheidwadol na fyddai'n cadw ei addewid i sefydlu'r fath sianel.","Roedd cynlluniau hefyd i sefydlu sianel deledu ar wahân ar gyfer rhaglenni Cymraeg ond yn 1979 cyhoeddodd y Llywodraeth Cheidwadol na fyddai'n cadw ei addewid i sefydlu'r fath sianel."
"6812","Mae'r ""ddôl"" o wair môr yn gorchuddio 180 cilomedr sgwâr.","dôl","nôl",NA,"Mae'r ""dôl"" o wair môr yn gorchuddio 180 cilomedr sgwâr.","Mae'r ""nôl"" o wair môr yn gorchuddio 180 cilomedr sgwâr.",NA
"7056","Rydym wedi gweld yn ddiweddar na allwn gymryd ein unig sianel deledu Gymraeg yn ganiataol, ein sianel ni, ein cyfrwng ni i fynegi'n hunain.","Cymraeg","Nghymraeg","Chymraeg","Rydym wedi gweld yn ddiweddar na allwn gymryd ein unig sianel deledu Cymraeg yn ganiataol, ein sianel ni, ein cyfrwng ni i fynegi'n hunain.","Rydym wedi gweld yn ddiweddar na allwn gymryd ein unig sianel deledu Nghymraeg yn ganiataol, ein sianel ni, ein cyfrwng ni i fynegi'n hunain.","Rydym wedi gweld yn ddiweddar na allwn gymryd ein unig sianel deledu Chymraeg yn ganiataol, ein sianel ni, ein cyfrwng ni i fynegi'n hunain."
